Date,b0,b1,b2,b3,t1,t2
2009-08-13,2.13536,-0.76208,8.92829,-3.80915,11.3533,0.30731
2009-08-14,2.0659,-0.86396,9.12029,-3.28978,11.46136,0.30323
2009-08-17,2.00175,-0.8824,9.11381,-3.01257,11.57443,0.31275
2009-08-18,2.01843,-1.63738,-2.23266,8.0667,0.63381,14.28203
2009-08-19,1.97154,-1.57657,-2.2459,8.07979,0.64869,14.44279
2009-08-20,1.96107,-1.56938,-2.28917,8.06903,0.63438,14.44645
2009-08-21,1.97137,-1.56459,-2.35803,8.02245,0.5894,14.57507
2009-08-24,2.00773,-1.56572,-2.64777,8.00794,0.51819,14.53158
2009-08-25,2.0103,-1.60575,-2.48323,8.08439,0.58715,14.91538
2009-08-26,1.99461,-1.62472,-2.41405,8.10227,0.57518,15.28244
2009-08-27,1.97474,-1.57975,-2.36795,8.1091,0.61433,15.03662
2009-08-28,2.00592,-1.6519,-2.34793,8.11467,0.61361,14.92341
2009-08-31,1.98141,-1.615,-2.36925,8.11768,0.62689,14.9795
2009-09-01,1.96841,-1.62204,-2.29333,8.12559,0.65925,14.75931
2009-09-02,1.97873,-1.51487,-2.4499,8.19054,0.69838,15.0605
2009-09-03,2.02296,-1.69083,-2.13849,8.18551,0.72257,14.95514
2009-09-04,2.0429,-1.65051,-2.49894,8.25319,0.72736,14.97334
2009-09-07,2.05342,-1.7085,-2.48976,8.30059,0.77078,14.95121
2009-09-08,2.07298,-1.70625,-2.60476,8.34543,0.75972,15.33792
2009-09-09,2.11297,-1.7737,-2.59166,8.41799,0.81246,15.33052
2009-09-10,2.17228,-1.89124,-2.39401,8.41343,0.90504,14.46703
2009-09-11,2.09143,-1.84279,-2.17131,8.33761,0.92511,14.55693
2009-09-14,2.05422,-1.74926,-2.34877,8.27816,0.81649,14.7912
2009-09-15,2.05153,-1.81652,-2.03345,8.25043,0.86823,14.38889
2009-09-16,2.05255,-1.73352,-2.35089,8.24693,0.82836,14.23012
2009-09-17,2.10191,-1.78099,-2.3001,8.19505,0.80186,13.97114
2009-09-18,2.11796,-1.79135,-2.30036,8.27452,0.84177,14.57808
2009-09-21,2.18289,-1.9157,-2.24705,8.31519,0.85546,14.60894
2009-09-22,2.20969,-1.92197,-2.34671,8.34121,0.85158,14.43316
2009-09-23,2.16377,-1.83956,-2.54454,8.25763,0.77387,14.22106
2009-09-24,2.09739,-1.80949,-2.39947,8.30854,0.83724,14.17024
2009-09-25,2.02211,-1.78014,-2.10397,8.27779,0.89343,13.86759
2009-09-28,1.98809,-1.72092,-2.09025,8.21755,0.86564,13.89289
2009-09-29,1.99065,-1.75206,-1.98825,8.21069,0.86783,13.8731
2009-09-30,1.92085,-1.7123,-1.76638,8.16734,0.82249,13.73569
2009-10-01,1.9723,-1.74451,-1.70591,8.24158,0.86955,14.12223
2009-10-02,1.91661,-1.81032,0.04749,8.42447,2.66752,12.67434
2009-10-05,1.88442,-1.84298,10.20398,0.8029,10.78462,1.90222
2009-10-06,1.88692,-1.86232,10.23812,0.87444,10.71416,1.75503
2009-10-07,1.86356,-1.80672,10.21274,0.70506,10.57901,1.80859
2009-10-08,1.85686,-1.73456,10.12832,0.72645,10.87672,1.59141
2009-10-09,1.8796,-1.74618,10.12823,0.87238,10.85109,1.5389
2009-10-12,1.93834,-1.85765,10.23429,1.21022,10.87532,1.55321
2009-10-13,1.9311,-1.83114,10.26135,0.96672,11.04297,1.54171
2009-10-14,1.99791,-1.90786,10.38633,1.00305,11.11085,1.4958
2009-10-15,2.02874,-1.94323,10.36445,1.14351,10.83648,1.54972
2009-10-16,2.06891,-1.99255,10.43156,1.30888,10.93094,1.51188
2009-10-19,2.06356,-2.01554,10.39028,1.53974,11.01211,1.53326
2009-10-20,2.03179,-1.94934,10.36113,1.29822,11.072,1.54981
2009-10-21,2.05553,-1.93127,10.3645,1.18036,11.18535,1.62068
2009-10-22,2.0687,-1.95241,10.38363,1.13517,11.03805,1.60558
2009-10-23,2.10498,-2.00577,10.44277,1.19386,11.01449,1.63814
2009-10-26,2.13132,-2.05635,10.49605,1.20186,10.80956,1.70108
2009-10-27,2.12482,-2.03541,10.48358,1.05424,10.8812,1.84336
2009-10-28,2.04048,-1.96335,10.42352,0.957,10.95321,1.73501
2009-10-29,2.03404,-1.95866,10.42669,0.98521,10.86817,1.71295
2009-10-30,2.01874,-1.91801,10.31786,1.08476,10.85911,1.75014
2009-11-02,2.00506,-1.87716,10.31006,0.96542,11.02794,1.75777
2009-11-03,1.97475,-1.81375,10.25485,0.68064,10.9656,1.81754
2009-11-04,2.06036,-1.94454,10.43373,0.86306,10.75218,1.71468
2009-11-05,2.10028,-1.99633,10.51429,0.86272,10.76754,1.795
2009-11-06,2.09757,-1.98997,10.43065,0.91723,10.68711,1.95945
2009-11-09,2.11903,-1.96553,10.49061,0.51211,10.45575,2.15552
2009-11-10,2.05751,-1.91237,10.41786,0.56419,10.73904,2.06159
2009-11-11,2.07077,-1.94844,10.4205,0.76931,10.75868,2.05903
2009-11-12,2.03462,-1.32295,9.85498,-1.59858,11.28237,0.37511
2009-11-13,2.04939,-1.3745,9.92435,-1.51546,11.17491,0.38386
2009-11-16,2.04142,-1.41376,9.96389,-1.32204,11.13663,0.40389
2009-11-17,2.02555,-1.38756,9.94655,-1.3096,11.13646,0.40801
2009-11-18,1.97472,-1.32584,9.83334,-1.34251,11.12855,0.38846
2009-11-19,1.9741,-1.31142,9.81731,-1.38058,11.06468,0.39039
2009-11-20,1.94605,-1.33402,9.84175,-1.19234,11.04056,0.42534
2009-11-23,1.96519,-1.26915,9.72655,-1.35206,11.23636,0.35056
2009-11-24,1.96931,-1.32213,9.80365,-1.17121,11.30621,0.34186
2009-11-25,1.97291,-1.33586,9.85458,-1.10367,11.47028,0.32173
2009-11-26,1.96812,-1.44745,10.00737,-0.69752,11.60869,0.31274
2009-11-27,1.92876,-1.46696,10.08157,-0.65019,11.58498,0.4324
2009-11-30,1.91331,-1.70437,10.25917,0.42227,11.42208,1.42803
2009-12-01,1.90917,-1.70637,10.28516,0.41222,11.22988,1.32801
2009-12-02,1.91323,-1.7157,10.29465,0.34362,11.06295,1.38372
2009-12-03,1.95801,-1.81681,10.37442,0.74152,11.15646,1.24584
2009-12-04,1.92902,-1.77063,10.3423,0.48111,11.17889,1.47204
2009-12-07,1.96469,-1.86991,10.33828,1.03099,11.24733,1.50791
2009-12-08,1.92225,-1.79718,10.36006,0.56999,11.04319,1.47058
2009-12-09,1.9104,-1.77815,10.38505,0.42093,11.12776,1.27423
2009-12-10,1.94739,-1.809,10.48356,0.3693,11.16296,1.08427
2009-12-11,2.00365,-1.86893,10.49703,0.50237,11.09699,1.35545
2009-12-14,1.96704,-1.82242,10.42745,0.43717,11.11553,1.41592
2009-12-15,1.95143,-1.79109,10.40704,0.29369,10.945,1.3266
2009-12-16,1.99306,-1.81057,10.42344,0.22422,10.79833,1.32014
2009-12-17,1.927,-1.77254,10.36482,0.08916,10.73492,1.348
2009-12-18,1.8727,-1.7017,10.23902,0.03577,10.70098,1.34001
2009-12-21,1.89207,-1.71827,10.2666,-0.0115,10.65661,2.18287
2009-12-22,1.97185,-1.85196,10.49169,-0.05801,10.27501,12.06596
2009-12-23,2.00585,-1.88285,10.57707,-0.12171,10.29371,26.51672
2009-12-28,2.08002,-1.91943,10.63124,-0.14726,10.0957,23.84249
2009-12-29,2.07718,-2.13581,10.65443,0.88849,10.28839,1.40616
2009-12-30,2.08518,-2.02414,10.48172,0.74566,10.44532,1.74273
2010-01-04,2.11473,-2.0685,10.53594,0.94736,10.51716,1.56737
2010-01-05,2.09586,-2.02197,10.37624,0.90667,10.48109,2.01381
2010-01-06,2.09207,-1.99468,10.43515,0.6359,10.40775,1.96674
2010-01-07,2.11837,-2.08967,10.55809,0.76257,10.4015,1.79237
2010-01-08,2.10702,-2.09325,10.44545,0.89317,10.40827,2.02666
2010-01-11,2.12806,-2.08153,10.46094,0.7512,10.51316,2.33818
2010-01-12,2.06942,-2.02433,10.46228,0.60975,10.54678,2.19023
2010-01-13,2.10371,-2.04745,10.45695,0.68095,10.68853,2.33292
2010-01-14,2.08483,-2.01857,10.4721,0.50459,10.4996,2.13969
2010-01-15,2.05542,-1.99959,10.46529,0.3774,10.44821,2.53746
2010-01-18,2.02093,-1.98348,10.44823,0.3603,10.41817,2.53708
2010-01-19,2.03412,-2.01286,10.47597,0.53004,10.35766,1.83052
2010-01-20,2.05001,-1.99261,10.48044,0.42643,10.62204,2.04838
2010-01-21,2.03136,-1.95796,10.51908,0.2193,10.61875,1.79959
2010-01-22,1.99286,-1.94017,10.50867,0.17617,10.55886,1.55957
2010-01-25,2.01281,-1.94855,10.45614,0.20372,10.50543,1.94552
2010-01-26,1.97866,-1.91773,10.44032,0.1475,10.54706,1.66792
2010-01-27,1.97393,-1.93266,10.40467,0.45322,10.62165,1.64291
2010-01-28,1.95507,-1.88725,10.38485,0.31246,10.39608,1.21553
2010-01-29,1.93429,-1.83272,10.2767,0.16512,10.38895,1.52011
2010-02-01,1.92599,-1.82212,10.26397,0.15663,10.42974,1.62372
2010-02-02,1.93682,-1.83503,10.30071,0.14943,10.35972,1.35028
2010-02-03,1.95494,-1.82006,10.29059,0.08426,10.36083,2.0014
2010-02-04,1.96162,-1.83396,10.33773,0.04125,10.38821,1.58553
2010-02-05,1.86733,-1.79578,10.3548,-0.00205,10.73008,3.18164
2010-02-08,1.81164,-1.59324,10.07304,-0.62655,10.1225,1.30696
2010-02-09,1.85962,-1.64903,10.22076,-0.60824,10.13142,1.45002
2010-02-10,1.92983,-1.79954,17.31364,-7.80008,8.04291,6.01724
2010-02-11,1.92353,-1.69261,10.20564,-0.50657,10.14524,0.90312
2010-02-12,1.91988,-1.72361,10.26815,-0.54339,10.15828,1.02079
2010-02-15,1.93795,-1.68278,10.25092,-0.8334,10.25041,0.96281
2010-02-16,1.93377,-1.68068,10.28038,-0.81848,10.28293,1.00127
2010-02-17,1.96232,-1.71091,10.29652,-0.7968,10.40108,0.93861000000000006
2010-02-18,1.98052,-1.72917,10.33086,-0.83423,10.335,0.97054
2010-02-19,1.98678,-1.73473,10.29677,-0.77013,9.9743,0.92522
2010-02-22,2.02522,-1.75029,10.34937,-0.90633,10.07925,0.97026
2010-02-23,1.9684,-1.71273,10.32307,-0.95636,9.93582,1.1582
2010-02-24,1.89024,-1.63245,10.16166,-0.98248,10.12337,1.09965
2010-02-25,1.86306,-1.54445,10.11877,-1.29701,10.3131,1.01834
2010-02-26,1.86659,-1.57354,10.18228,-1.28109,10.19336,1.12263
2010-03-01,1.87166,-1.5605,10.1088,-1.22491,10.16779,1.1099
2010-03-02,1.87673,-1.56157,10.14089,-1.27358,10.28357,1.11527
2010-03-03,1.89206,-1.5822,10.1635,-1.25897,10.25638,1.1335
2010-03-04,1.94099,-1.6,10.1313,-1.20784,10.36766,1.02655
2010-03-05,1.9058,-1.57327,10.10361,-1.21713,10.50991,0.9799
2010-03-08,1.92797,-1.57208,10.08535,-1.23774,10.41541,0.97121
2010-03-09,1.93571,-1.60837,10.10767,-1.14901,10.56124,0.95605
2010-03-10,1.93205,-1.63685,10.1048,-0.98635,10.56813,0.96138
2010-03-11,2.4464,-2.21559,9.06471,-0.7561,9.71005,0.97394
2010-03-12,2.13196,-1.86421,9.77729,-0.81975,10.10963,0.92264
2010-03-15,2.21064,-1.94256,9.49652,-0.83377,10.03024,0.93215
2010-03-16,2.36001,-2.07947,9.24416,-0.9086,9.84521,0.92243
2010-03-17,1.89674,-1.60016,10.07451,-1.02341,10.43285,0.98249
2010-03-18,1.89922,-1.58347,10.06207,-1.06627,10.62908,0.99263
2010-03-19,1.90846,-1.62326,10.11102,-0.93924,10.61829,0.94964
2010-03-22,1.88016,-1.5854,10.05508,-0.93248,10.66032,0.92624
2010-03-23,1.84038,-1.53909,9.98658,-1.00324,10.61491,0.91208
2010-03-24,1.8201,-1.39651,9.82266,-1.35544,10.78983,0.78018
2010-03-25,1.8662,-1.55108,9.99086,-1.06743,10.38505,0.83032
2010-03-26,2.24919,-1.93878,9.27484,-1.05783,9.78392,0.79883
2010-03-29,2.15667,-1.8298,9.4449,-1.1359,9.83761,0.849
2010-03-30,2.01827,-1.66259,9.66739,-1.27959,10.11238,0.92285
2010-03-31,2.56359,-2.26016,8.41264,-1.24888,9.04829,1.07578
2010-04-01,2.68586,-2.35946,8.19065,-1.37114,8.8025,1.20916
2010-04-06,2.80932,-2.48866,7.9035,-1.3812,8.23144,1.33368
2010-04-07,3.01233,-2.71565,7.38302,-1.4506,7.87351,1.37407
2010-04-08,2.64005,-2.31974,8.22239,-1.56414,8.59423,1.3133
2010-04-09,2.87593,-2.55048,7.76148,-1.53751,8.19706,1.30487
2010-04-12,3.17293,-2.85341,7.22251,-1.38722,7.81413,1.25438
2010-04-13,3.41134,-3.10944,6.64385,-1.44005,7.41159,1.33881
2010-04-14,3.25115,-2.93612,7.01516,-1.42555,7.84841,1.26976
2010-04-15,3.40656,-3.11864,6.56056,-1.47811,7.51997,1.31469
2010-04-16,3.44857,-3.14074,6.4769,-1.67141,7.37587,1.3413
2010-04-19,3.17471,-2.85708,7.09031,-1.64926,8.02759,1.27425
2010-04-20,2.54753,-2.29982,-2.92683,6.48179,1.64499,10.6778
2010-04-21,2.54287,-2.28885,-2.96545,6.58665,1.7017,10.48089
2010-04-22,2.21711,-1.91425,-2.83263,7.39407,1.57051,11.21018
2010-04-23,2.37817,-2.08068,-2.89504,6.80304,1.58254,10.69548
2010-04-26,1.86995,-1.56138,-2.52552,8.15588,1.53416,11.18914
2010-04-27,2.05677,-1.75338,-2.76828,7.61054,1.6036300000000001,10.60035
2010-04-28,2.27132,-1.92677,-3.36234,6.68028,1.59138,10.02475
2010-04-29,2.33267,-1.98986,-3.39061,6.71504,1.59679,9.87465
2010-04-30,2.31848,-1.92368,-3.44448,6.72055,1.52,10.26718
2010-05-03,2.58589,-2.23764,-3.49917,6.04207,1.63755,9.92254
2010-05-04,2.60628,-2.25486,-3.72908,5.96707,1.63858,9.82862
2010-05-05,2.68643,-2.31142,-4.09708,5.44524,1.5905,9.72059
2010-05-06,2.5936,-2.27943,-4.17721,5.75719,1.60478,9.43424
2010-05-07,2.69361,-2.3816,-4.80187,5.3263,1.70994,8.67072
2010-05-10,2.30264,-2.03449,-3.75302,6.92654,1.53616,10.59976
2010-05-11,2.51556,-2.20795,-4.41464,6.46014,1.69792,9.72743
2010-05-12,2.53561,-2.23059,-4.32401,6.79218,1.70772,10.42213
2010-05-13,3.09279,-2.87371,-4.84509,5.5768,1.96679,8.11195
2010-05-14,3.42891,-3.17234,-5.54595,4.88562,2.05202,6.95903
2010-05-17,3.15288,-2.82384,-5.13036,5.01129,1.87981,8.05645
2010-05-18,3.21167,-2.93112,-5.38358,5.37873,2.0723,7.15721
2010-05-19,3.18451,-2.87486,-5.46821,4.96537,1.96989,7.46564
2010-05-20,3.39599,-3.1287,-6.20561,5.43465,2.22693,5.93696
2010-05-21,3.09494,-2.80375,-5.64243,5.24468,2.11522,6.79003
2010-05-24,3.15903,-2.88884,-5.78193,5.362,2.25954,6.16046
2010-05-25,3.22472,-2.96714,-8.27714,7.70367,2.61508,4.81827
2010-05-26,3.04796,-2.8013,-5.61406,5.53569,2.2665,6.55663
2010-05-27,3.22428,-3.0083,-6.12974,5.61793,2.31032,5.75306
2010-05-28,3.12896,-2.9286,-5.03055,4.74499,2.07513,6.98916
2010-05-31,3.05469,-2.81695,-5.21704,4.95312,2.09323,6.77921
2010-06-01,3.25752,-2.99692,-6.55371,5.60672,2.33534,5.22528
2010-06-02,3.232,-2.94106,-5.74771,4.70481,2.10831,5.93572
2010-06-03,3.24466,-3.03414,-5.60777,5.16261,2.23414,5.92106
2010-06-04,3.10461,-2.85477,-5.69324,5.54416,2.26648,6.2015
2010-06-07,2.90294,-2.6855,-6.00214,6.28888,2.40573,6.25925
2010-06-08,2.53484,-2.31835,-5.03073,6.23968,2.22698,7.76682
2010-06-09,2.57461,-2.40128,-5.38843,6.71736,2.42832,6.98736
2010-06-10,2.62557,-2.43436,-5.14396,6.30836,2.27714,7.09763
2010-06-11,2.78136,-2.60017,-5.41134,6.25358,2.29058,6.81409
2010-06-14,2.80375,-2.60341,-5.50186,6.2242,2.2838,6.83202
2010-06-15,3.26782,-3.05593,-9.92447,9.88107,2.8009,4.6261
2010-06-16,3.08749,-2.85054,-7.04399,7.18936,2.52988,5.59839
2010-06-17,3.03876,-2.80631,-5.98565,6.27569,2.35713,6.41082
2010-06-18,3.30801,-3.08961,-10.45763,10.59538,2.91162,4.57447
2010-06-21,3.39308,-3.16239,-13.81537,14.17307,3.07376,4.23013
2010-06-22,3.25677,-2.99893,-8.92224,9.09958,2.78869,4.76424
2010-06-23,3.29537,-3.01556,-10.50023,10.58817,2.91756,4.51128
2010-06-24,3.13201,-2.8415,-9.49072,9.83315,2.91658,4.86831
